,ID,Date,Text,Health and Safety,Environmental Protection,State and Local Regulation,Urgency and Action
39,EPA-HQ-OPP-2024-0562-0078,"Posted by the Environmental Protection Agency on Feb 7, 2025","I've been an organic gardener for more than 50 years and am surrounded by farmland. I'm concerned about runoff of pesticides and herbicides contaminating my land. I wish there.were some way to find out what chemicals my neighbors are using and some way to discourage harmful ones from contaminating groundwater.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Geri Rhodes
Tome, NM 87060-0458",True,True,True,True
40,EPA-HQ-OPP-2024-0562-0086,"Posted by the Environmental Protection Agency on Feb 7, 2025","After using RoundUp to keep the grounds of the family home looking pristine, a family member developed Non-Hodgkins Lymphoma. It is thought by the myriad of specialists that he saw that there was a direct relationship between the pesticides he was exposed to (including, but not limited to, glyphosate) and the cancer he developed - a cancer that ultimately took his life. He was a treasured patriarch who valued health and making healthy choices for optimal health, meanwhile, he was unknowingly poisoning his body with a product that is available at every home and garden store. And that's just what the average consumer can buy; it doesn't account for what the agricultural industry has access to, and uses. This should not be the case. Pesticides should not be used on our foods, parks, or golf courses for that matter. The exposure is sickening our citizens, our crops and soil, and potentially damaging the genetics of generations to come.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Maureen Barry
Sherman Oaks, CA 91403-4403",True,True,True,True
41,EPA-HQ-OPP-2024-0562-0099,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

We as a country need to do a better job protecting our communities and environment from harmful chemicals. Pesticides are simply a convenience and not a necessity, we shouldn’t allow chemicals that harm the health of our people anywhere near our food, homes, schools or anyplace where people gather. We have plenty of evidence to show how harmful this could be and we need you to take that evidence seriously.

I urge you to take serious action to protect these important local laws.

Thank you,
Bethany Lama
Arlington, WA 98223-5508",True,True,True,True
42,EPA-HQ-OPP-2024-0562-0111,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please work hard to protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations. We the people deserve to choose more control than Federal Regulation provides to us.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks. Why are so many of us sick - pesticides on foods that we do not want in our bodies.

I urge you to take serious action to protect these important local laws. I appreciate your continued efforts to protect your constituents.

Thank you,
Jonathan Ring
Exeter, NH 03833-1885",True,True,True,True
43,EPA-HQ-OPP-2024-0562-0089,"Posted by the Environmental Protection Agency on Feb 7, 2025","Here is your mission statement (from www.usa.gov): The Environmental Protection Agency (EPA) protects people and the environment from significant health risks, sponsors and conducts research, and develops and enforces environmental regulations. - Research has shown that existing laws are insufficient and outdated. These laws must be strengthened, not weakened! Please put the protection of the health of the people and the environment over the health of businesses.

Thank you,
Stefan Boehme
Westbury, NY 11590-3129",True,True,False,True
44,EPA-HQ-OPP-2024-0562-0050,"Posted by the Environmental Protection Agency on Feb 7, 2025","Corporate profit should never “Trump” over the health of the people!!!!!
Jan Sadek!",True,False,False,True
45,EPA-HQ-OPP-2024-0562-0070,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect Americans from harmful pesticides.

I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school, near parks and homes.

My best friend lived adjacent to fields sprayed by airplane with pesticides year after year. While her children were healthy, she had two autistic grandchildren. We have always suspected pesticides played a role.
Thankfully this type of spraying has long since been outlawed.

I urge you to take serious action to protect these important local laws. They exist for a reason.

Thank you,
Debra Butterworth
San Antonio, TX 78201-3557",True,True,True,True
46,EPA-HQ-OPP-2024-0562-0090,"Posted by the Environmental Protection Agency on Feb 7, 2025","To EPA Officials

I am very concerned about the talk we are hearing that the EPA may overturn state and local pesticide regulations. This is a huge concern to millions of Americans whose genetics and or sensitivites expose them to severe harm from chemical exposure; including people who have ALS, or a family history of it, like I do. Also so many young children who have aleady been exposed to lead ingestion, as is the case here in Michigan, will suffer from increased chemical exposure.

Stopping or blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

The general public such as myself, does not understand why the EPA would espouse such a dangerous and rekless action when it hurts Americans. I urge you to take serious action to protect these important local laws. Consider HELPING, NOT HARMING your fellow Americans!

Thank you,
Elaine Wolf-Baker
Jackson, MI 49203-3870",True,True,True,True
47,EPA-HQ-OPP-2024-0562-0098,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws and ask you: why would you want to further damage our environment, animals, plant material, water, food systems and most importantly our people, including babies and children who do not deserve to be made ill? The only answer to this is because you are more interested in supporting corporate interests and revenue generation for the top percentile - human, animal, plant life, water and air quality is simply not important.

EPA: Elevate your consciousness to the light of love and kindness and out of the dark energy abyss of greed.

Thank you,
Cynthia Zimber
White Lake, MI 48386-4013",True,True,True,True
48,EPA-HQ-OPP-2024-0562-0110,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their local environments and communities from toxic pesticides.

I urge you to take serious action to protect these important local laws.

Thank you,
Thomas Bachorczyk
Kenmore, NY 14217-1136",True,True,True,True
49,EPA-HQ-OPP-2024-0562-0069,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect all Iowans, and especially our children, from these pesticides which we know are cancer causing. Let's not wait for the perfect double-blind, peer reviewed, long-term study decades from now to tell us what common sense can already tell us now. For chemicals that kill living life on a plant, no doubt kill our gut microbiome and living cells within our own bodies. This is especially critical for our children, who are already growing up with more chronic diseases than any other generation.

Let's please use common sense and shy away from the fear tactics of protecting farmer's yields. We need to protect our soil AND our health.

I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Thank you,
Katie

Thank you,
Katie Reichardt
Des Moines, IA 50312-1315",True,True,True,True
50,EPA-HQ-OPP-2024-0562-0073,"Posted by the Environmental Protection Agency on Feb 7, 2025","As a functional nutrition practitioner I encounter the realities of glyphosate in people's gut zoomer tests, pesticides that test positive and children of farmers that testify that their parents were often seriously ill after spraying their crops with pesticides. Most of my clients parents who were farmers died of cancer. For the sake of future generations, I urge you to PLEASE protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Claire Sullivan
Hoffman Estates, IL 60010-5550",True,True,True,True
51,EPA-HQ-OPP-2024-0562-0081,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

No one wants these toxic pesticides anywhere near their food or their homes. It is dangerous and careless to continue using these pesticides. It's time for our government to take action and protect the citizens of the United States of America.

Thank you,
Kendra Kyburz
Woodland, CA 95776-5100",True,True,True,True
52,EPA-HQ-OPP-2024-0562-0100,"Posted by the Environmental Protection Agency on Feb 7, 2025","I am a physician and mother. It is urgent and important to protect our citizens from pesticides that may be injurious to our health. Local and state pesticide regulations help to protect us and should be upheld. Please protect Americans from harmful pesticides.

Do not allow state and local pesticide laws to be blocked.

Thank you,
Lisa Chang
Alamo, CA 94507-2852",True,True,True,True
53,EPA-HQ-OPP-2024-0562-0105,"Posted by the Environmental Protection Agency on Feb 7, 2025","I am strongly urging you to please protect Americans from harmful pesticides by rejecting any efforts that try to overturn state and local pesticide regulations.

By blocking state and local pesticide laws, states would be prevented from protecting their unique local environments and communities, including all vulnerable people (like children) from toxic pesticides. It would also keep them from responding to emerging risks, and would cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I strongly urge you to take serious action to protect these important local laws.

Thank you,
Valerie Arledge
Kalamazoo, MI 49048-9204",True,True,True,True
54,EPA-HQ-OPP-2024-0562-0109,"Posted by the Environmental Protection Agency on Feb 7, 2025","I am counting on you to take action to protect Americans from harmful pesticides. It is critical that you reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities from toxic pesticides. It would prevent them from enacting protections based on current research information on specific harmful chemicals that may not yet have been studied or regulated by EPA. This underscores a need to extend protections beyond EPA's often limited, outdated, or otherwise inadequate protective measures. Blocking state and local laws would also keep local entities from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

It is up to you to take serious action now to protect these important local laws. Our health depends on it.

Thank you,
Karen Schneller-McDonald
Bearsville, NY 12409-5202",True,True,True,True
55,EPA-HQ-OPP-2024-0562-0049,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws. I understand it is your role to take care of the health of American Citizens by keeping the environment clean and toxic chemical free, so I sincerely and dearly hope you will do your intended job.

Many thanks for your attention and action.

Thank you,
Sue ORourke
Westhampton, MA 01027-9603",True,True,True,True
56,EPA-HQ-OPP-2024-0562-0053,"Posted by the Environmental Protection Agency on Feb 7, 2025","Americans deserve clean air, safe water, and protection from harmful pesticides—not rollbacks that put profits over people. I urge you to stand against any efforts to overturn state and local pesticide regulations.

Why does this matter?

Blocking local pesticide laws strips communities of their right to protect their environment and public health.
It prevents action against emerging threats and keeps parents in the dark about toxic pesticide use near schools and parks.
Children, wildlife, and vulnerable populations will be left exposed to dangerous chemicals without local safeguards in place.
We need leaders who will protect people, not pesticides. Please take strong action to defend local pesticide regulations and ensure communities have the power to keep their families safe.

Health is life. Our health is not negotiable.

Thank you,
Maazin Jawad
Carmel, IN 46074-7906",True,True,True,True
57,EPA-HQ-OPP-2024-0562-0093,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect Americans from harmful pesticides. It is the job of any government to protect its citizens from harm. It is not okay that people are being exposed to harmful toxins when attempting to eat for survival and good health. When I see St. Jude Children’s Hospital commercials with sad, sick children and their crying parents, I think about how much illness is likely preventable. Kids should not have to receive cancer treatments, because they shouldn’t be getting cancer!

Thank you,
Faith Beverly
Claremont, CA 91711-3560",True,True,False,True
58,EPA-HQ-OPP-2024-0562-0096,"Posted by the Environmental Protection Agency on Feb 7, 2025","I believe that pesticide rules and laws should be strengthened, not weakened. No one, including the humans who work for large corporations producing pesticides are harmed by loosening these regulations. It is in humanity’s interest to keep them strong. We all breathe, eat, drink and live in our common environment, regardless of political persuasion.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Nancy Shuman
Wilmington, DE 19809-2526",True,True,True,True
59,EPA-HQ-OPP-2024-0562-0104,"Posted by the Environmental Protection Agency on Feb 7, 2025","Our federal government is failing us by being beholden to corporate interests. The needs of the citizens must come first to protect our safety. We do not want or need the federal government to make further detrimental decisions on pesticide regulations!!

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Renee Lozon
Pipersville, PA 18947-1804",True,True,True,True
60,EPA-HQ-OPP-2024-0562-0108,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

And remember ... these harmful pesticides affect you and your family, too ... they are dangerous for us all in the long term! Even now my cousin has Parkinson's and is rapidly declining in her health ... and that can happen with anyone who is sensitive to these pesticides!

Thank you,
Cassina Tarsia
Oceanside, CA 92054-4510",True,True,True,True
61,EPA-HQ-OPP-2024-0562-0071,"Posted by the Environmental Protection Agency on Feb 7, 2025","My family counts on our local and state laws to protect the food we eat and purchase from our local farmers markets and small grocers. We will spend more money, knowing that our food is clean and protected by more stringent laws.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Kerri Brown
Las Vegas, NV 89134-8880",True,True,True,True
62,EPA-HQ-OPP-2024-0562-0079,"Posted by the Environmental Protection Agency on Feb 7, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations. The Conglomerate of Chemical Companies Lobby Legislative and Senate Government Representatives who control our government agencies like. EPA, USDA, and FDA so that they promote and force the use of toxic, unhealthy, disease-causing Cancers, Neurotoxins, etc. to grow our foods. No one wants their foods and soils drenched in pesticides,""Forever Chemicals,"" and many other poisonous chemicals and weed killers, dangerous toxic food additives in processed foods and drugs. These government agencies should have more power than the chemical companies greed to sell unhealthy chemicals in our foods, consumer goods and control our laws that voters can not change.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks. We know toxic chemicals cause cancers and other serious diagnosed diseases in humans, pets, livestock and wildlife.

I urge you to take serious action to protect these important local laws.

Thank you,
Pamela Haun
Cooper City, FL 33328-4342",True,True,True,True
63,EPA-HQ-OPP-2024-0562-0087,"Posted by the Environmental Protection Agency on Feb 7, 2025","All of us, Republican, Democrats, and Independents, are threatened with higher rates of cancer, heart disease, etc., by all the pesticides in our environment. Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

We know why the chemical industry wants to override state and local pesticide laws—it’s easier for them to control regulation at the national level. However, from a public health perspective, it makes no sense to prevent the entities that best understand their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Joey Sprague
Milwaukee, WI 53211-2346",True,True,True,True
64,EPA-HQ-OPP-2024-0562-0091,"Posted by the Environmental Protection Agency on Feb 7, 2025","I am and have been a plant-based eater for the past decade, and it is critical that our produce is protected from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws. It’s unconscionable that you can do no less as it could cause serious illnesses for all. Please search your conscience and do the right thing.

Thank you,
Joanne Yanchick
Hunlock Creek, PA 18621-3713",True,True,True,True
65,EPA-HQ-OPP-2024-0562-0095,"Posted by the Environmental Protection Agency on Feb 7, 2025","I am asking you, please protect Americans from harmful pesticides. I strongly urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks. This is just unacceptable. Pesticides are poison!

I personally have been exposed to pesticide drift when helicopters showed up to spray Round-up in an area that had been logged near my former home in the woods. It affected my health for years! We must keep in mind that children are even more vulnerable than adults.

I urge you to take serious action to protect these important local laws. Thank you.

Thank you,
Kathleen Rutecki
Eugene, OR 97402-0419",True,True,True,True
66,EPA-HQ-OPP-2024-0562-0029,"Posted by the Environmental Protection Agency on Feb 4, 2025","Having a past history of agriculture work and continual learning about how to safely produce food crops, I understand the challenges you face in regulating the important pesticide issue. I believe we are at time, especially given the credible research, when great discretion is needed in allowing both new and existing chemicals to be put on our agricultural produce.Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
John Rath
Poughkeepsie, NY 12601-2257",True,True,True,True
67,EPA-HQ-OPP-2024-0562-0004,"Posted by the Environmental Protection Agency on Feb 4, 2025","We respectfully request an extension of the public comment period on this petition. While the Federal Register notice announcing receipt of the petition and the comment period was published on January 21, 2025, the petition itself was not included in the docket until today, January 28, 2025. The public cannot provide meaningful public comments without the petition and supporting materials. In addition, we and our partners have other pressing matters that make it difficult to prepare comments by the February 20, 2025 deadline. We ask that the public comment period be extended to March 22, 2025.

Thank you for your prompt attention to this matter.

Patti Goldman, Senior Attorney
Earthjustice",False,False,False,True
68,EPA-HQ-OPP-2024-0562-0032,"Posted by the Environmental Protection Agency on Feb 4, 2025","Please protect local pesticide laws.

Federal regulators will soon decide whether to block hundreds of state and local pesticide laws – leaving schools, parks, playgrounds and communities vulnerable. This includes laws designed to protect children and notify parents when toxic pesticides like glyphosate will be sprayed.

Local laws – laws designed to protect people, animals, and the environment – go further than the EPA's regulations for pesticide use. If the EPA does block state and local laws, these places will have only the protection of the EPA's far less stringent standards.

One reason they're weaker is the EPA reviews the safety of pesticides only once every 15 years, so their standards may not reflect the latest science. Despite clear scientific links between toxic pesticides like glyphosate to life-threatening health conditions like cancer, corporate profits are being prioritized over public safety",True,True,True,True
69,EPA-HQ-OPP-2024-0562-0025,"Posted by the Environmental Protection Agency on Feb 4, 2025","local people should have control over their environment
Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Sandra Rando
Fairfield, IA 52556-8761",True,True,True,True
70,EPA-HQ-OPP-2024-0562-0041,"Posted by the Environmental Protection Agency on Feb 4, 2025","Remember the title of your organization? The Environmental PROTECTION Agency. Please PROTECT Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations; they are there to HELP PROTECT PEOPLE.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks. There are plenty of other options besides these toxic materials.

I urge you to take serious action to PROTECT these important local laws.

Thank you,
Angela Weisl
Brooklyn, NY 11215-1686",True,True,True,True
71,EPA-HQ-OPP-2024-0562-0017,"Posted by the Environmental Protection Agency on Feb 4, 2025","This is a very important issue for our health. The EPA should not override state and local pesticide regulations.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Bonnie McLaren
Wheaton, IL 60187-4025",True,True,True,True
72,EPA-HQ-OPP-2024-0562-0045,"Posted by the Environmental Protection Agency on Feb 4, 2025","As a nurse, I am seeing the devastating impacts of harmful pesticides and toxic substances both in patients - children and adults - as well as home (non-Hodgkins lymphoma from RoundUp.)

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Susan Carter
Houston, TX 77084-2279",True,True,True,True
73,EPA-HQ-OPP-2024-0562-0008,"Posted by the Environmental Protection Agency on Feb 4, 2025","EPA is supposed to stand for protection, that is your name, that is your job. America is being poisoned every day by toxic air, water, soil and food. That doesn't even take into consideration the drugs that most people take that in addition to our toxic environment makes for a lethal cocktail. I understand most in the EPA are getting paid to side with the pollutors to allow them to kill us off. Please do your job! Please help America regain its health! Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Deborah Doolittle
Garner, NC 27529-2656",True,True,True,True
74,EPA-HQ-OPP-2024-0562-0015,"Posted by the Environmental Protection Agency on Feb 4, 2025","I had to sell my property in Molalla Oregon due to being surrounded by conventional farms which were spraying all sorts of chemicals on every field around our farm. I ate organic, but my health was suffering still. I had an organic acids test done and my levels of most classes of pesticides were higher than 75% of all people tested. Organophosphates was over 90%. I had bees and each year half of my hives would die. These toxins are destroying peoples lives, animals lives, and even your own families lives. No amount of bribery money should make you look the other way. Open your eyes!

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Heather Spangler
Mena, AR 71953-8218",True,True,True,True
75,EPA-HQ-OPP-2024-0562-0022,"Posted by the Environmental Protection Agency on Feb 4, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations. It's important that we make our water, air, and soil CLEANER rather than allowing more contamination with chemicals. To be clear, these chemicals are unlikely to acutely cause illness, but they will cause harm to Americans over decades of exposure when they contaminate our food sources and the water that is used to make the food and drink we consume.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Scott DeCiantis
Anderson, SC 29621-3783",True,True,True,True
76,EPA-HQ-OPP-2024-0562-0020,"Posted by the Environmental Protection Agency on Feb 4, 2025","Stop hurting us and the animals.Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Kim Stephenson
South Lake Tahoe, CA 96150",True,True,True,True
77,EPA-HQ-OPP-2024-0562-0005,"Posted by the Environmental Protection Agency on Feb 4, 2025","Please do your job and protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Megan Smith
Mackinaw, IL 61755-9569",True,True,True,True
78,EPA-HQ-OPP-2024-0562-0014,"Posted by the Environmental Protection Agency on Feb 4, 2025",Do NOT block existing state laws and regulations in regard to pesticide use. Those state laws are in place to protect the public from the use toxic pesticides.,True,True,True,True
79,EPA-HQ-OPP-2024-0562-0009,"Posted by the Environmental Protection Agency on Feb 4, 2025","As a concerned citizen, I expect you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Stephen V. Kobasa
New Haven, CT 06511-4033",True,True,True,True
80,EPA-HQ-OPP-2024-0562-0039,"Posted by the Environmental Protection Agency on Feb 4, 2025","I am writing as a retired family physician and public health professional. Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations. It absolutely makes sense that our state and local governments have a better sense of the situations in their communities than the federal government, and therefore would be in a better position to know what their jurisdictions need.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws. Of our federal government is going to take the concept of states’ rights seriously - as it says it wants to do - then these local laws should be allowed to stand.

Thank you,
Karin Hemmingsen
Attleboro, MA 02703-1223",True,True,True,True
81,EPA-HQ-OPP-2024-0562-0026,"Posted by the Environmental Protection Agency on Feb 4, 2025","Please protect state and local government rights to set regulations regarding the protection of our citizens from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws and prevent the over-reaching of the Federal government in state and local affairs.

Thank you,
Patricia Seator
Colorado Springs, CO 80906-4246",True,True,True,True
82,EPA-HQ-OPP-2024-0562-0044,"Posted by the Environmental Protection Agency on Feb 4, 2025","We often know more about our communities than regulators farther afield. All of us want clean water, air and food sources.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Sharon Gaskill
Black Earth, WI 53515-9607",True,True,True,True
