,ID,Date,Text
161,EPA-HQ-OPP-2024-0562-0343,"Posted by the Environmental Protection Agency on Feb 12, 2025","Implement biodiversity laws and be done with pesticides please. The research is done. The want for native landscaping is there. Big chemical should not have such a hold on the country the way it does, we know human health is much worse than it was 50-60 years ago and it shows in the young. Pesticides are a self propelling cycle that makes the problem bigger, biodiversity is the solution out of the cycle for good. It literally comes down to a matter of education, we could be the greatest and most livable country in the world with a law opposite to this one."
162,EPA-HQ-OPP-2024-0562-0346,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Regarding the control of pesticides, current science should prevail whether it comes from states of the federal government.

I urge you to take serious action to protect these important local laws.

Thank you,
Charles Paterson
Colorado Springs, CO 80904-1468"
163,EPA-HQ-OPP-2024-0562-0356,"Posted by the Environmental Protection Agency on Feb 12, 2025","The point is (or should be), ultimately, to protect the health of the (masses) people. While I understand that mass malnutrition and starvation, in the short term, overrides long-term health risks, failing to consider long-term health and developmental health risks on future populations, are also a major concern for our population (human species here in the U.S.A. territory). And while I recognize the need to have a final say in the matter, so as to prevent drawn out inaction and harms, the E.P.A. cannot be at risk of corruption of the purpose of health security. The need for science to NOT be limited by only certain studies, that may prioritize other interests, and/or be faulty and limited by design and checks (repeat experiments to see if the results lead to the same risk conclusion), should be of greatest need, when giving ANY authority the final say, in regards to what is deemed ""safe."""
164,EPA-HQ-OPP-2024-0562-0348,"Posted by the Environmental Protection Agency on Feb 12, 2025",We no longer believe that the chemical companies should be allowed to poison our food so they can continue to protit from poisoning the public! I propose that the labeling not be downgraded but the dangerous poisonist product be outlawed.they should also be held responsable for the dealths they cause!!!
165,EPA-HQ-OPP-2024-0562-0349,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from dangerous pesticides like glyphosate; and reject efforts to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. This would NOT be ""pro-life.""

It would also keep localities from responding to emerging risks, and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks. This would NOT be supportive of 'Parent's RIghts.""

We are counting on you to protect critically important local pesticide laws.

Thank you,
Mary Smith
Idaho Falls, ID 83404-5927"
166,EPA-HQ-OPP-2024-0562-0352,"Posted by the Environmental Protection Agency on Feb 12, 2025","I work for a municipality in Pennsylvania in the process of drafting a groundwater protection ordinance to protect the private water supplies of several thousand home owners and businesses. Preemption of state and local regulations like ours would undermine the proactive efforts to assure safe drinking water. Please protect Americans from the harmful pesticides which too often contaminate these water supplies.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

For once, consider the health and safety of the people over the profits and convenience of the polluters!

Thank you,
John Frederick
Tyrone, PA 16686-7540"
167,EPA-HQ-OPP-2024-0562-0353,"Posted by the Environmental Protection Agency on Feb 12, 2025","Scientist were saying for years that fossil fuels were harming the planet. But everyone listened to the oil companies. Now people are starting to listen but its too late. Listening to bayer about the safty of their pestisides would be like taking climate advice from ennron... Again. Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations. And to ban any pesticides shown to harm bees, expecally neonics. Harming bees harms humans.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Shari Gilliam
Corrales, NM 87048-8773"
168,EPA-HQ-OPP-2024-0562-0355,"Posted by the Environmental Protection Agency on Feb 12, 2025","This is a bad idea. If states identify hazards, or wish to implement more stringent safeguards, they are well within their rights to do so. Protecting their residents is not exclusively the responsibility of the federal government, and should not be left solely to the EPA."
169,EPA-HQ-OPP-2024-0562-0284,"Posted by the Environmental Protection Agency on Feb 12, 2025",We need accountability. The health of our country is at stake and the future.
170,EPA-HQ-OPP-2024-0562-0299,"Posted by the Environmental Protection Agency on Feb 12, 2025",Immunity for Big Ag must NOT BE GRANTED.
171,EPA-HQ-OPP-2024-0562-0285,"Posted by the Environmental Protection Agency on Feb 12, 2025",Please quit allowing these chemical companies to poison Americans.
172,EPA-HQ-OPP-2024-0562-0286,"Posted by the Environmental Protection Agency on Feb 12, 2025","Communities deserve the right to protect their schools, playgrounds, and workplaces from dangerous pesticides. This petition would wipe out pesticide industry accountability by amending EPA regulations to preempt any state labeling requirement that is inconsistent with EPA's conclusions on its human health risk assessment, ""such as a pesticide's likelihood to cause cancer, birth defects, or reproductive harm.”"
173,EPA-HQ-OPP-2024-0562-0290,"Posted by the Environmental Protection Agency on Feb 12, 2025","Standards pesticide manufacturers must be held to are…
Make their products safe.
If their products aren’t safe, they should be held accountable.
Their product safety is their responsibility, not the EPA’s.
The states, localities, and individuals have the right to sue. Period.
Corporate interests must not precede the safety of American farmers, citizens, and our children!"
174,EPA-HQ-OPP-2024-0562-0137,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Remember, the mission of your agency is to be a sentinel for the American public to guard us from the poisons that industry seems all too willing to expose us to. We need the EPA to continue this mission for us and the natural world around us.
Also, these matters really need to be left to the states, as blanket rules for many different environments are most likely to be wrong in many places.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
George Bentley
White Bear Township, MN 55110-6212"
175,EPA-HQ-OPP-2024-0562-0314,"Posted by the Environmental Protection Agency on Feb 12, 2025","Pesticide regulations need to be strengthened, not weakened!

Please protect Americans from harmful pesticides.

You must reject any efforts that try to overturn state and local pesticide regulations. These regulations are the only thing protecting our health from toxic products made by overzealous manufacturers.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

Please take serious action to protect these important local laws--our health depends on it!

Thank you,
Jeff Schultz
Ely, MN 55731-1219"
176,EPA-HQ-OPP-2024-0562-0315,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws:

IN MY OWN WORDS - - - -

If this administration believes in returning power to the states, this should be no problem for the EPA. Let the people affected decide what chemicals are used where they live. For too long chemical companies and others have lobbied and bullied our lawmakers and citizens for the right to jeopardize our farmlands and our health and well being. If the federal government can’t or won’t do it, let the people protect themselves, their health and the health of their children.

Thank you,
JAN WEISSBECK
Carolina Beach, NC 28428-5807"
177,EPA-HQ-OPP-2024-0562-0151,"Posted by the Environmental Protection Agency on Feb 12, 2025","As a fellow American who cares deeply about the health and well-being of the members of this nation, I ask that you work to protect all Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations for the sake of trying to push forward ideological and political agendas that do not take into account the quality of life actual children, women and men.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I implore you to take serious action to protect these important local laws that have been created and supported over the years based on research and lives experiences of everyday people who have suffered physical illness and disease due to harmful if not toxic chemicals in our water, air and soil.

Thank you,
Jennifer Lee
Claremont, CA 91711-5024"
178,EPA-HQ-OPP-2024-0562-0191,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations. The Eu has already blocked use of harmful pesticides. You are creating health and safety for the next 7 generations you, your kids, grandkids and so on. Byer cannot sell their pesticides in Europe their backyard. But they sell them here. Why do you want to poison us? yourselves and your families.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Susan Bowers
Hansville, WA 98340-9791"
179,EPA-HQ-OPP-2024-0562-0251,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

As an integrative healthcare provider, I see patients with various physiological conditions directly linked to toxins in the environment. While people can do their best to avoid harmful chemicals in their homes and gardens, they are unable to prevent those toxins flowing from other places. Regulations are important for keeping this to a minimum.

I urge you to take serious action to protect these important local laws.

Thank you,
Nadine Waeghe
Coeur D Alene, ID 83815-7730"
180,EPA-HQ-OPP-2024-0562-0203,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Many pesticides kill bees and other pollinators. Without them, crop production will suffer, and famine will likely ensue.
Furthermore, pesticides have been proven to have serious effects on the health of humans and animals. Using toxic pesticides is not worth the risk!

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Tina Digesti
San Rafael, CA 94901-5172"
181,EPA-HQ-OPP-2024-0562-0206,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks, thereby magnifying the toxic harm done to both regions and localities.

As a resident of the Northeast United States who lives in close proximity to the areas effected by this matter, I have a legitimate concern that beneficial local and regional standards now in place not be disturbed.

I urge you to take serious action to protect these important local laws.

Thank you,
Kenneth C. Grosso
Montclair, NJ 07042-2914"
182,EPA-HQ-OPP-2024-0562-0216,"Posted by the Environmental Protection Agency on Feb 12, 2025","***Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations. The new administration can't complain about gender confusion when it's likely that toxins and climate change are affecting development of fetuses and neonates.
They just want to complain and hurt people but take no role in protecting people. **

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws. We need people in positions of authority to stand up and take a stand. ***

Thank you,
Steffanie Jacobson
Grand Junction, CO 81507-2629"
183,EPA-HQ-OPP-2024-0562-0226,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please continue to follow the laws enacted to prevent harm to human and animal health. We have known for years of specific locations in Nebraska where high incidences of cancers have been identified with use of chemicals used in farming. This is a public health concern.

Current laws were enacted reenforcing safe handling, applying, and notice of when chemicals are used close to populations. Harmful ingredients used in pesticides seep into our waterways, onto surfaces, and, even in the animals produced for food.

I encourage you to reject any efforts that attempt to overturn state and local pesticide regulations until a time when the science demonstrates ingredients have been changed to be less harmful. Public reporting, informing local governments and citizens of the change, will provide information and safe instructions for use.

The specifics of this proposal appear to make it a partisan effort. This is inappropriate. Federal laws consistently require all 51 States to be included for the safety and protection of all our citizens.

Reduction or elimination of EPA guidelines on the use of pesticides appear reckless and harmful. It would prevent states from protecting their unique regional environments and communities, as well as vulnerable people like children. It is important to keep communities informed of harmful pesticide application so a timely response is used for emerging risks to be mitigated. It is important for community notification requirements are coordinated so parents, teachers, and neighborhoods can take precautions when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Kathleen Corbett
Lincoln, NE 68516-1417"
184,EPA-HQ-OPP-2024-0562-0210,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect ME and many other Americans from harmful pesticides.

I have a condition called TILT (Toxicant Induced Loss of Tolerance). The slightist whif of glyphosate or its degradation products for up to a month following even “legal” applications makes me essentially non-functional. I count on local governments to have pesticide free parks policies.

THIS IS A FREEDOM ISSUE. IT IS IMPORTANT THAT I HAVE THE FREEDOM TO NOT TO BE POISONED WITHOUT MY KNOWLEDGE AND CONSENT by this and other pesticides. EPA pesticide regulations and insufficient to protect me from being poisoned.

I urge you to reject any efforts that try to overturn state and local pesticide laws and policies.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
susan pitman
Westcliffe, CO 81252-8573"
185,EPA-HQ-OPP-2024-0562-0253,"Posted by the Environmental Protection Agency on Feb 12, 2025","There is a move to prevent states and local authorities from applying their own regulations to pesticides, in addition to those of EPA. This will deny these non-Federal authorities the ability to require the own, more precisely protective regulations to pesticide use in parks, schools, homes and elsewhere. It will prevent the notifiction of parents about planned pesticide applications to their kids' schools. It is these state and authorities who best understand their specific pest control needs.

Please do not take away the ability of non-Federal authorities to require their specific safety measures for pesticide use.

Thank you,
Robin Todd
Ellicott City, MD 21042-1641"
186,EPA-HQ-OPP-2024-0562-0215,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Please place the health of the American public, including the elderly, who can be more seriously affected by toxic pesticides, above the monetary interests of commercial growers. So many toxic substances are banned in Europe that are allowed in the U.S. due to the power of commercial interests here.

Thank you,
Wendy Baia
Boulder, CO 80301-3711"
187,EPA-HQ-OPP-2024-0562-0298,"Posted by the Environmental Protection Agency on Feb 12, 2025","I am writing to express my strong opposition to the petition seeking to modify labeling requirements for pesticides and devices (Docket No. EPA-HQ-OPP-2024-0025). This petition threatens to strip state and local governments of their authority to implement stronger pesticide protections, leaving communities vulnerable to harmful chemicals linked to cancer, neurological disorders, and environmental destruction.

State and local governments play a crucial role in protecting public health by setting pesticide regulations that address the unique needs of their communities. Weakening their ability to enact safeguards would expose children, farmworkers, and the general public to increased risks from toxic pesticide exposure, particularly in schools, playgrounds, and residential areas.

The federal government should not override local efforts to ensure safer environments. I urge the EPA to reject this dangerous petition and uphold the right of states and localities to implement stronger pesticide protections for the safety of their residents and ecosystems.

Sincerely,
Sharman B"
188,EPA-HQ-OPP-2024-0562-0124,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Matt Super
Blaine, MN 55449-7521"
189,EPA-HQ-OPP-2024-0562-0147,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

Above all, drinking water and open waterways must be given maximum protections whenever possible. The EPA needs to consider impacts of pesticides applied in mixtures as these can bring about synergistic effects with far worse impacts to the environment.

I urge you to take serious action to protect these important local laws.

Thank you,
Richard Felley
Nehalem, OR 97131-9572"
190,EPA-HQ-OPP-2024-0562-0166,"Posted by the Environmental Protection Agency on Feb 12, 2025","USA is one of the most TOXIC nations on Earth!

Federal, state, & local laws are extremely INSUFFICIENT!

We need MUCH MORE RESTRICTION of pesticides and other chemicals!

This government is severely damaging the health of my kids & grandkids!

I have worked hard to restrict city & county pesticides and now am threatened to see my work discarded.

PLEASE allow ALL local restrictions!

Otherwise you are murdering the population as a puppet for corporate profits!

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Alan Friedman
Rohnert Park, CA 94928-3337"
191,EPA-HQ-OPP-2024-0562-0304,"Posted by the Environmental Protection Agency on Feb 12, 2025","I do not agree with this petition. There have already been proven ties to illness from use of glyphosate and the EPA should not be in the business of shielding large agrochemical corporations form liability if they produce and distribute dangerous chemicals. We have alternative farming practices like regenerative farming that are considered too expensive and labor intensive but produce higher quality food with better nutrition and do not endanger the farmers in the same way that these chemical farming methods do. If the true cost of cancer treatments and environmental destruction were factored into chemically intensive farming, it's unlikely that the practice would be as widespread as it currently is. Our government agencies should not be in the business of protecting businesses from the consequences of peddling products that are harmful to human health."
192,EPA-HQ-OPP-2024-0562-0121,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Sharon Bodek
Rochester, MI 48306-2067"
193,EPA-HQ-OPP-2024-0562-0195,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

I and my family had to bathe for 15 to 20 minutes after being exposed to chemicals after a plane spaying pesticides flew over a populated area in Madisonville, Ky. I had difficulty making contact with agencies that could give me information on what to do after having what I described as white flake like particles dropping on me and my children.

I lived on a small farm as a child and noted the impact of the spraying when neighboring farms sprayed their fields using sprayers or airplanes to deliver the chemicals. I could smell the chemical for several hours after use. To think that these chemicals impacted the air, land, water, animals, and myself and family alarms me. The cancers and health issues that have impacted my family gives me cause for alarm.

Please take into consideration the impact your decisions make on current and future generations as they are left to deal with the impact of pesticides impacting our food and environment. Your thoughtful attention to this ongoing problem is appreciated.

Thank you,
Jean Marie Gauna
Washington, PA 15301-1377"
194,EPA-HQ-OPP-2024-0562-0160,"Posted by the Environmental Protection Agency on Feb 12, 2025","Our democracy is based on the will of the people. In local and state laws, Americans have made their stand about pesticides. Do not override the will of the people. We are Americans! We expect that our laws will be obeyed, not overridden by non-local players. Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Josephine Carothers
Randolph Center, VT 05061-9516"
195,EPA-HQ-OPP-2024-0562-0320,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state pesticide laws

Thank you,
Helen Snively
Cambridge, MA 02139-1113"
196,EPA-HQ-OPP-2024-0562-0324,"Posted by the Environmental Protection Agency on Feb 12, 2025","It is the duty of the EPA to protect America's environment and resources, so that her citizens, livestock and wildlife can be assured a healthy existence. Our environment is a delicate and very complex web, without proper science based considerations and protections we can do irreparable harm to ourselves and our existence. Everyone has their own ""balance"" of protections to profitability or prosperity and, in a democratic republic, that should be finalized at the local level. The Federal government should only enforce a minimum standard of environmental protection, never a maximum.

Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Tony Greiner
Albuquerque, NM 87110-1439"
197,EPA-HQ-OPP-2024-0562-0188,"Posted by the Environmental Protection Agency on Feb 12, 2025","For years, we have been subjected to toxins in our air, water and foods.
As the EPA, it is your sworn duty to protect our citizens. We need you to step up and take action to protect us, NOT limit state laws.
Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations. Our states should be allowed to make their own decisions about protecting the environment.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks. These are giant steps backward.

I urge you to take serious action to protect these important local laws.
Thank you for your time and your consideration of my views.

Thank you,
Theresa McNulty
East Bridgewater, MA 02333-2029"
198,EPA-HQ-OPP-2024-0562-0202,"Posted by the Environmental Protection Agency on Feb 12, 2025","One of your jobs is to protect Americans from harmful pesticides. Please reject any efforts that try to overturn state and local pesticide regulations.

I urge you to take serious action to protect these important local laws.

Thank you,
Janet Gerla
Kernersville, NC 27284-7668"
199,EPA-HQ-OPP-2024-0562-0208,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Furthermore, we need an immediate ban on glyphosate and any other pesticide already suspected, and certain demonstrated to be toxic. Laws should be written to encourage natural farming techniques, relying on naturally derived products, rather than franken chemicals whose harmful effects are only seen after years of negligence and damage to health, and only after battling corporate monstrosities.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Ryan Hartstein
Breckenridge, CO 80424-8931"
200,EPA-HQ-OPP-2024-0562-0222,"Posted by the Environmental Protection Agency on Feb 12, 2025","Americans should be protected from dangerous pesticides. Please stop any efforts that reverse state and local pesticide regulations.

If pesticide laws/regulations are stopped,states cannot protect their special environments and communities, including vulnerable children. It would prevent them from handling emerging risks and could cut off notification requirements when toxic pesticides are sprayed at kids' schools and parks.

I plead with you to save these essential local laws.

Thank you,
Alice Trexler
Lexington, MA 02421-8063"
201,EPA-HQ-OPP-2024-0562-0273,"Posted by the Environmental Protection Agency on Feb 12, 2025",Please do the right thing and allow the public to know the risks posed by these products. And under no circumstances should the companies that produce them be immune from liability in health related cases.
202,EPA-HQ-OPP-2024-0562-0275,"Posted by the Environmental Protection Agency on Feb 12, 2025","Dear EPA -

Any corporation should be held to the highest standards to make their products safe for consumers. If their products aren’t safe, then they should be held accountable.
Product safety is their responsibility, not the EPA’s.
The states, localities, and individuals have the right to sue if they are harmed from them.

Please protect American citizens by holding companies accountable!

Thank you."
203,EPA-HQ-OPP-2024-0562-0234,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks. Personally I'd like to know when the farmers in my area are spraying chemicals as well for my own safety as well as family and pets.

I urge you to take serious action to protect these important local laws. Consider your own family, would YOU want to know?

Thank you,
Bonnie Morris
Georgetown, DE 19947-4510"
204,EPA-HQ-OPP-2024-0562-0291,"Posted by the Environmental Protection Agency on Feb 12, 2025","Pesticides pose significant risks to both human health and the environment. Exposure to these chemicals, whether through food, air, or water, has been linked to a range of health issues, including respiratory problems, hormone disruption, reproductive harm, and even certain cancers. Children are particularly vulnerable due to their developing bodies and higher exposure relative to their size.

Beyond human health, pesticides disrupt ecosystems by harming non-target species such as bees, birds, and beneficial insects essential for pollination and natural pest control. They contaminate soil and water sources, reducing biodiversity and contributing to long-term environmental degradation. The overuse of pesticides can also lead to pesticide-resistant pests, creating a harmful cycle of increased chemical use.

Reducing pesticide reliance through organic practices, integrated pest management, and supporting sustainable agriculture helps protect our health and preserves the delicate balance of our environment for future generations."
205,EPA-HQ-OPP-2024-0562-0293,"Posted by the Environmental Protection Agency on Feb 12, 2025","If these chemicals are as safe as they say, then they would not need protection from prosecution, just like vaccines are not safe and effective, like they say. They should stand behind their products, not try to protect themselves from prosecution. These products are harming the American people. With protection, they will continue to made more and more products that are even more harmful, because there is no incentive to make them safer. Organic and regenerative farming would solve this problem. We need to slowly change the way we farm and to financially help the farmers to do this."
206,EPA-HQ-OPP-2024-0562-0296,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect us from harmful pesticides. Please don't let anyone try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their local environments and communities, vulnerable children, and adults from toxic pesticides. It would also keep them from responding to risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.

Thank you,
Joan Battey
Brevard, NC 28712-7471"
207,EPA-HQ-OPP-2024-0562-0190,"Posted by the Environmental Protection Agency on Feb 12, 2025","Please protect Americans from harmful pesticides. I urge you to reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks.

I urge you to take serious action to protect these important local laws.
This is a NO-BRAINER!! We have proved these chemicals are toxic and cause Cancer. Why in the world would we still be using them PERIOD!!
Europe has banned most of these toxins. Maybe we should get on board otherwise there is NO CURE for our STUPIDITY!!

Thank you,
Marianne Flores
Essex, CT 06426-1133"
208,EPA-HQ-OPP-2024-0562-0155,"Posted by the Environmental Protection Agency on Feb 12, 2025","Protect Americans from harmful pesticides. I demand that you reject any efforts that try to overturn state and local pesticide regulations.

Blocking state and local pesticide laws would prevent states from protecting their unique local environments and communities, including vulnerable people like children, from toxic pesticides. It would also keep them from responding to emerging risks and cut off notification requirements to parents when toxic pesticides will be sprayed at school or near parks. The EPA is not equipp3d to handle these local actions and needs to back off and mind your own damn business.

I expect you to take serious action to protect these important local laws.

Thank you,
Tria Shaffer
Leander, TX 78641-8015"
