"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","23","64.3"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC, PROCESSING - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","98.6"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC, PROCESSING - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","517","58.3"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","27","61.8"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","27","61.8"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,251,566","67.9"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","25","66.1"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC, PROCESSING - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","69.5"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT TOTALS","FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC, PROCESSING - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT, OTHER","FRUIT, OTHER, (EXCL CITRUS & BERRIES), ORGANIC, PROCESSING - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","98.6"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT, OTHER","FRUIT, OTHER, (EXCL CITRUS & BERRIES), ORGANIC, PROCESSING - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","FRUIT, OTHER","FRUIT, OTHER, (EXCL CITRUS & BERRIES), ORGANIC, PROCESSING - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, ORGANIC, PROCESSING, WINE - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, ORGANIC, PROCESSING, WINE - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, ORGANIC, PROCESSING, WINE - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, WINE TYPE, MERLOT, ORGANIC, PROCESSING, WINE - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, WINE TYPE, MERLOT, ORGANIC, PROCESSING, WINE - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","GRAPES","GRAPES, WINE TYPE, MERLOT, ORGANIC, PROCESSING, WINE - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10,421","51.2"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA), ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","30","30.4"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA), ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","30","30.4"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA), ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","22,379","54.0"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA), ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,830,436","46.5"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA), ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","22,259","54.2"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ALFALFA, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","25,685","20.8"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ALFALFA, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","65","23.2"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ALFALFA, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","61","21.5"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ALFALFA, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","89,977","22.4"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ALFALFA, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14,532,071","25.2"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ALFALFA, ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","75,063","28.9"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","36,106","25.4"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","77","21.2"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","73","21.3"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","112,356","26.7"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","17,362,507","28.4"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAY","HAY, ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","97,322","34.1"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA), ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","92.6"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA), ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA), ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA), ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","327,600","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA), ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,800","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, ALFALFA, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","94.9"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, ALFALFA, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","613","91.1"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","92.6"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3,087","90.9"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","327,600","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","HAYLAGE","HAYLAGE, ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,800","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","MILLET","MILLET, PROSO, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8,605","38.5"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","MILLET","MILLET, PROSO, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","44.2"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","MILLET","MILLET, PROSO, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","44.2"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","MILLET","MILLET, PROSO, ORGANIC - PRODUCTION, MEASURED IN BU","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","212,423","54.4"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","MILLET","MILLET, PROSO, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,757,653","58.6"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","MILLET","MILLET, PROSO, ORGANIC - SALES, MEASURED IN BU","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","212,423","54.4"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","NECTARINES","NECTARINES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","NECTARINES","NECTARINES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","NECTARINES","NECTARINES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","NECTARINES","NECTARINES, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","NECTARINES","NECTARINES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","NECTARINES","NECTARINES, ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","NECTARINES","NECTARINES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","NECTARINES","NECTARINES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","NECTARINES","NECTARINES, ORGANIC, FRESH MARKET - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","OATS","OATS, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","OATS","OATS, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","OATS","OATS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","OATS","OATS, ORGANIC - PRODUCTION, MEASURED IN BU","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","OATS","OATS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","OATS","OATS, ORGANIC - SALES, MEASURED IN BU","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","369","60.7"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","23","64.3"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","23","64.3"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,170","77.1"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3,316,893","68.0"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES, ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,170","77.1"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","23","64.3"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3,316,893","68.0"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEACHES","PEACHES, ORGANIC, FRESH MARKET - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,170","77.1"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEARS","PEARS, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","27","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEARS","PEARS, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","97.3"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEARS","PEARS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","97.3"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEARS","PEARS, ORGANIC - PRODUCTION, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","45","97.5"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEARS","PEARS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","115,681","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEARS","PEARS, ORGANIC - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","45","97.5"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEARS","PEARS, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","97.3"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEARS","PEARS, ORGANIC, FRESH MARKET - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","115,681","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEARS","PEARS, ORGANIC, FRESH MARKET - SALES, MEASURED IN TONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","45","97.5"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEAS","PEAS, AUSTRIAN WINTER, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,589","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEAS","PEAS, AUSTRIAN WINTER, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEAS","PEAS, AUSTRIAN WINTER, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEAS","PEAS, AUSTRIAN WINTER, ORGANIC - PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29,871","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEAS","PEAS, AUSTRIAN WINTER, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","742,086","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEAS","PEAS, AUSTRIAN WINTER, ORGANIC - SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29,871","(H)"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEAS","PEAS, DRY EDIBLE, ORGANIC - ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,360","90.5"
"CENSUS","2021","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","PEAS","PEAS, DRY EDIBLE, ORGANIC - OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","79.7"
