,state_ansi,week_ending,begin_code,county_code,county_name,end_code,Value,asd_code,country_name,state_fips_code,location_desc,reference_period_desc,state_alpha,county_ansi,domain_desc,util_practice_desc,congr_district_code,freq_desc,unit_desc,year,region_desc,group_desc,commodity_desc,CV (%),domaincat_desc,short_desc,statisticcat_desc,source_desc,zip_5,class_desc,watershed_code,agg_level_desc,watershed_desc,country_code,state_name,load_time,asd_desc,prodn_practice_desc,sector_desc
457,56,,00,,,00,                 (D),,UNITED STATES,56,WYOMING,YEAR,WY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FIELD CROPS,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, DRY EDIBLE, PINTO, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,"DRY EDIBLE, PINTO",00000000,STATE,,9000,WYOMING,2016-01-31 00:00:00.000,,ORGANIC,CROPS
470,01,,00,,,00,                 (D),,UNITED STATES,01,ALABAMA,YEAR,AL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,ALABAMA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
471,05,,00,,,00,1,,UNITED STATES,05,ARKANSAS,YEAR,AR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,17.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,ARKANSAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
472,06,,00,,,00,"1,181",,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,28.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
473,09,,00,,,00,                 (D),,UNITED STATES,09,CONNECTICUT,YEAR,CT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,CONNECTICUT,2016-01-31 00:00:00.000,,ORGANIC,CROPS
474,12,,00,,,00,                 (D),,UNITED STATES,12,FLORIDA,YEAR,FL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,FLORIDA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
475,13,,00,,,00,44,,UNITED STATES,13,GEORGIA,YEAR,GA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,17.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,GEORGIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
476,15,,00,,,00,                 (D),,UNITED STATES,15,HAWAII,YEAR,HI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,HAWAII,2016-01-31 00:00:00.000,,ORGANIC,CROPS
477,16,,00,,,00,2,,UNITED STATES,16,IDAHO,YEAR,ID,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,27.7,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,IDAHO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
478,17,,00,,,00,                 (D),,UNITED STATES,17,ILLINOIS,YEAR,IL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,ILLINOIS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
479,18,,00,,,00,                 (D),,UNITED STATES,18,INDIANA,YEAR,IN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,INDIANA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
480,19,,00,,,00,4,,UNITED STATES,19,IOWA,YEAR,IA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,27.5,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,IOWA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
481,20,,00,,,00,                 (D),,UNITED STATES,20,KANSAS,YEAR,KS,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,KANSAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
482,21,,00,,,00,1,,UNITED STATES,21,KENTUCKY,YEAR,KY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,43.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,KENTUCKY,2016-01-31 00:00:00.000,,ORGANIC,CROPS
483,23,,00,,,00,5,,UNITED STATES,23,MAINE,YEAR,ME,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,37.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,MAINE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
484,24,,00,,,00,9,,UNITED STATES,24,MARYLAND,YEAR,MD,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,37.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,MARYLAND,2016-01-31 00:00:00.000,,ORGANIC,CROPS
485,25,,00,,,00,10,,UNITED STATES,25,MASSACHUSETTS,YEAR,MA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,37.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,MASSACHUSETTS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
486,26,,00,,,00,393,,UNITED STATES,26,MICHIGAN,YEAR,MI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,24.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,MICHIGAN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
487,27,,00,,,00,                 (D),,UNITED STATES,27,MINNESOTA,YEAR,MN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,MINNESOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
488,28,,00,,,00,                 (D),,UNITED STATES,28,MISSISSIPPI,YEAR,MS,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,MISSISSIPPI,2016-01-31 00:00:00.000,,ORGANIC,CROPS
489,29,,00,,,00,2,,UNITED STATES,29,MISSOURI,YEAR,MO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,24.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,MISSOURI,2016-01-31 00:00:00.000,,ORGANIC,CROPS
490,30,,00,,,00,1,,UNITED STATES,30,MONTANA,YEAR,MT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,23.3,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,MONTANA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
491,32,,00,,,00,                 (D),,UNITED STATES,32,NEVADA,YEAR,NV,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,NEVADA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
492,33,,00,,,00,1,,UNITED STATES,33,NEW HAMPSHIRE,YEAR,NH,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,37.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,NEW HAMPSHIRE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
493,34,,00,,,00,2,,UNITED STATES,34,NEW JERSEY,YEAR,NJ,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,37.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,NEW JERSEY,2016-01-31 00:00:00.000,,ORGANIC,CROPS
494,35,,00,,,00,2,,UNITED STATES,35,NEW MEXICO,YEAR,NM,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,23.3,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,NEW MEXICO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
495,36,,00,,,00,                 (D),,UNITED STATES,36,NEW YORK,YEAR,NY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,NEW YORK,2016-01-31 00:00:00.000,,ORGANIC,CROPS
496,37,,00,,,00,                 (D),,UNITED STATES,37,NORTH CAROLINA,YEAR,NC,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,NORTH CAROLINA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
497,38,,00,,,00,                 (D),,UNITED STATES,38,NORTH DAKOTA,YEAR,ND,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,NORTH DAKOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
498,39,,00,,,00,3,,UNITED STATES,39,OHIO,YEAR,OH,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,22,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,OHIO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
499,40,,00,,,00,                 (D),,UNITED STATES,40,OKLAHOMA,YEAR,OK,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,OKLAHOMA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
500,41,,00,,,00,211,,UNITED STATES,41,OREGON,YEAR,OR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,27.7,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,OREGON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
501,42,,00,,,00,39,,UNITED STATES,42,PENNSYLVANIA,YEAR,PA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,27.7,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,PENNSYLVANIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
502,44,,00,,,00,1,,UNITED STATES,44,RHODE ISLAND,YEAR,RI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,37.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,RHODE ISLAND,2016-01-31 00:00:00.000,,ORGANIC,CROPS
503,45,,00,,,00,                 (D),,UNITED STATES,45,SOUTH CAROLINA,YEAR,SC,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,SOUTH CAROLINA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
504,47,,00,,,00,1,,UNITED STATES,47,TENNESSEE,YEAR,TN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,43.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,TENNESSEE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
505,48,,00,,,00,1,,UNITED STATES,48,TEXAS,YEAR,TX,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,37.3,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,TEXAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
506,50,,00,,,00,3,,UNITED STATES,50,VERMONT,YEAR,VT,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,28.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,VERMONT,2016-01-31 00:00:00.000,,ORGANIC,CROPS
507,51,,00,,,00,7,,UNITED STATES,51,VIRGINIA,YEAR,VA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,43.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,VIRGINIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
508,53,,00,,,00,                 (D),,UNITED STATES,53,WASHINGTON,YEAR,WA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,WASHINGTON,2016-01-31 00:00:00.000,,ORGANIC,CROPS
509,54,,00,,,00,                 (D),,UNITED STATES,54,WEST VIRGINIA,YEAR,WV,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,WEST VIRGINIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
510,55,,00,,,00,"1,254",,UNITED STATES,55,WISCONSIN,YEAR,WI,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,VEGETABLES,BEANS,21.1,ORGANIC STATUS: (NOP USDA CERTIFIED),"BEANS, SNAP, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,SNAP,00000000,STATE,,9000,WISCONSIN,2016-01-31 00:00:00.000,,ORGANIC,CROPS
552,05,,00,,,00,                 (D),,UNITED STATES,05,ARKANSAS,YEAR,AR,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,ARKANSAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
553,06,,00,,,00,540,,UNITED STATES,06,CALIFORNIA,YEAR,CA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,13.8,ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,CALIFORNIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
554,12,,00,,,00,                 (D),,UNITED STATES,12,FLORIDA,YEAR,FL,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,FLORIDA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
555,13,,00,,,00,33,,UNITED STATES,13,GEORGIA,YEAR,GA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,20.4,ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,GEORGIA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
556,16,,00,,,00,                 (D),,UNITED STATES,16,IDAHO,YEAR,ID,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,IDAHO,2016-01-31 00:00:00.000,,ORGANIC,CROPS
557,19,,00,,,00,                 (D),,UNITED STATES,19,IOWA,YEAR,IA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,IOWA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
558,20,,00,,,00,                 (D),,UNITED STATES,20,KANSAS,YEAR,KS,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,KANSAS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
559,21,,00,,,00,                 (D),,UNITED STATES,21,KENTUCKY,YEAR,KY,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,KENTUCKY,2016-01-31 00:00:00.000,,ORGANIC,CROPS
560,23,,00,,,00,                 (D),,UNITED STATES,23,MAINE,YEAR,ME,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,MAINE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
561,24,,00,,,00,                 (Z),,UNITED STATES,24,MARYLAND,YEAR,MD,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,45.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,MARYLAND,2016-01-31 00:00:00.000,,ORGANIC,CROPS
562,25,,00,,,00,                 (D),,UNITED STATES,25,MASSACHUSETTS,YEAR,MA,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,MASSACHUSETTS,2016-01-31 00:00:00.000,,ORGANIC,CROPS
563,27,,00,,,00,                 (D),,UNITED STATES,27,MINNESOTA,YEAR,MN,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,MINNESOTA,2016-01-31 00:00:00.000,,ORGANIC,CROPS
564,29,,00,,,00,1,,UNITED STATES,29,MISSOURI,YEAR,MO,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,36.2,ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,MISSOURI,2016-01-31 00:00:00.000,,ORGANIC,CROPS
565,33,,00,,,00,                 (D),,UNITED STATES,33,NEW HAMPSHIRE,YEAR,NH,,ORGANIC STATUS,ALL UTILIZATION PRACTICES,,ANNUAL,ACRES,2016,,FRUIT & TREE NUTS,BLACKBERRIES,(D),ORGANIC STATUS: (NOP USDA CERTIFIED),"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",AREA HARVESTED,CENSUS,,INCL DEWBERRIES & MARIONBERRIES,00000000,STATE,,9000,NEW HAMPSHIRE,2016-01-31 00:00:00.000,,ORGANIC,CROPS
