,Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
7149,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACK - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7150,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACKEYE - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7151,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7152,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, GREAT NORTHERN - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7153,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7154,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, OTHER, NOT LISTED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,900",
7155,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINTO - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"15,700",
7156,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, SMALL, RED - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7157,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,015,000",
7158,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"235,000",
7159,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,245,000",
7160,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,220,000",
7161,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"570,000",
7162,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"650,000",
7163,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,450,
7164,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FIBER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,0,
7165,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FLORAL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,235,
7166,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,MILLET,"MILLET, PROSO - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"375,000",
7167,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,ONIONS,"ONIONS, DRY - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,000",
7168,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,POTATOES,POTATOES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"54,800",
7169,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"460,000",
7170,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,SORGHUM,"SORGHUM, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"25,000",
7171,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,SUGARBEETS,SUGARBEETS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"21,300",
7172,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,SUNFLOWER,SUNFLOWER - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"28,000",
7173,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,000",
7174,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,SUNFLOWER,"SUNFLOWER, OIL TYPE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"23,000",
7175,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,730,000",
7176,SURVEY,2023,YEAR,,STATE,COLORADO,8.0,,,,,,,0,,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,730,000",
7177,SURVEY,2023,YEAR,,STATE,CONNECTICUT,9.0,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"20,000",
7178,SURVEY,2023,YEAR,,STATE,CONNECTICUT,9.0,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"73,000",
7179,SURVEY,2023,YEAR,,STATE,CONNECTICUT,9.0,,,,,,,0,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"53,000",
7180,SURVEY,2023,YEAR,,STATE,CONNECTICUT,9.0,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"48,000",
7181,SURVEY,2023,YEAR,,STATE,CONNECTICUT,9.0,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,000",
7182,SURVEY,2023,YEAR,,STATE,CONNECTICUT,9.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7183,SURVEY,2023,YEAR,,STATE,CONNECTICUT,9.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FIBER - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7184,SURVEY,2023,YEAR,,STATE,CONNECTICUT,9.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FLORAL - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7185,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"12,000",
7186,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"172,000",
7187,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,CORN,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"84,100",
7188,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"87,900",
7189,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,000",
7190,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"415,000",
7191,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"12,000",
7192,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"8,000",
7193,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,000",
7194,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7195,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FIBER - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7196,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FLORAL - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7197,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"148,000",
7198,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"57,000",
7199,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,SOYBEANS,"SOYBEANS, NON-IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"91,000",
7200,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"69,000",
7201,SURVEY,2023,YEAR,,STATE,DELAWARE,10.0,,,,,,,0,,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"69,000",
7202,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,BEANS,"BEANS, SNAP - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"34,200",
7203,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,100",
7204,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,CABBAGE,CABBAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,100",
7205,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"62,000",
7206,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"25,000",
7207,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"87,000",
7208,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"87,000",
7209,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,CUCUMBERS,CUCUMBERS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"20,400",
7210,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,073,000",
7211,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"320,000",
7212,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"320,000",
7213,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,40,
7214,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FIBER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,0,
7215,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FLORAL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,35,
7216,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7217,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,MELONS,"MELONS, WATERMELON - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"27,000",
7218,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,PEANUTS,PEANUTS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"152,000",
7219,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,PEPPERS,"PEPPERS, BELL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"13,900",
7220,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,POTATOES,POTATOES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"19,800",
7221,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,SQUASH,SQUASH - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"8,700",
7222,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,STRAWBERRIES,STRAWBERRIES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"14,100",
7223,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,SUGARCANE,"SUGARCANE, SEED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"16,600",
7224,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,SUGARCANE,"SUGARCANE, SUGAR & SEED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"407,600",
7225,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,SUGARCANE,"SUGARCANE, SUGAR - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"391,000",
7226,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,SWEET CORN,SWEET CORN - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"47,000",
7227,SURVEY,2023,YEAR,,STATE,FLORIDA,12.0,,,,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"27,900",
7228,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,BEANS,"BEANS, SNAP - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"7,900",
7229,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"21,400",
7230,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,CABBAGE,CABBAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"4,800",
7231,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"440,000",
7232,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"35,000",
7233,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,100,000",
7234,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,100,000",
7235,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,CUCUMBERS,CUCUMBERS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,000",
7236,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,115,000",
7237,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"510,000",
7238,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"510,000",
7239,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,60,
7240,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FIBER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,0,
7241,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FLORAL - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7242,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7243,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,MELONS,"MELONS, WATERMELON - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"16,800",
7244,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,OATS,OATS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"15,000",
7245,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,ONIONS,"ONIONS, DRY - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"11,300",
7246,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,PEANUTS,PEANUTS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"769,000",
7247,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,PEPPERS,"PEPPERS, BELL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,100",
7248,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"155,000",
7249,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,SQUASH,SQUASH - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"4,500",
7250,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,SWEET CORN,SWEET CORN - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"23,300",
7251,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,TOBACCO,TOBACCO - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"6,300",
7252,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,TOBACCO,"TOBACCO, FLUE-CURED (CLASS 1) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,300",
7253,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"85,000",
7254,SURVEY,2023,YEAR,,STATE,GEORGIA,13.0,,,,,,,0,,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"85,000",
7255,SURVEY,2023,YEAR,,STATE,HAWAII,15.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7256,SURVEY,2023,YEAR,,STATE,HAWAII,15.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FIBER - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7257,SURVEY,2023,YEAR,,STATE,HAWAII,15.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN, FLORAL - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7258,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"540,000",
7259,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"34,700",
7260,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACK - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,600",
7261,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, CRANBERRY - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7262,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,100",
7263,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, GREAT NORTHERN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,200",
7264,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,900",
7265,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIMA, BABY - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7266,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, LIMA, LARGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7267,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, NAVY - ACRES HARVESTED",TOTAL,NOT SPECIFIED,500,
7268,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, OTHER, NOT LISTED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,500",
7269,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINK - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,700",
7270,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINTO - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"13,700",
7271,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, SMALL, RED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,500",
7272,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, SMALL, WHITE - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),
7273,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,CHICKPEAS,CHICKPEAS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"71,400",
7274,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,CHICKPEAS,"CHICKPEAS, LARGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"48,800",
7275,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,CHICKPEAS,"CHICKPEAS, SMALL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"22,600",
7276,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"115,000",
7277,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"240,000",
7278,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,852,000",
7279,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,300,000",
7280,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"300,000",
7281,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,000,000",
7282,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HAY & HAYLAGE,HAY & HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,390,000",
7283,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HAY & HAYLAGE,"HAY & HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"330,000",
7284,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,060,000",
7285,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HAYLAGE,HAYLAGE - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"155,000",
7286,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"30,000",
7287,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"125,000",
7288,SURVEY,2023,YEAR,,STATE,IDAHO,16.0,,,,,,,0,,HEMP,"HEMP, INDUSTRIAL, IN THE OPEN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,260",
